No,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효 슈팅,차단된슈팅,벗어난슈팅,PA내 슈팅,PA외 슈팅,오프사이드,프리킥,코너킥,스로인,드리블 시도,드리블 성공,패스 시도,패스 성공,키패스,전방 패스 시도,전방 패스 성공,후방 패스 시도,후방 패스 성공,횡패스 시도,횡패스 성공,공격지역패스 시도,공격지역패스 성공,수비지역패스 시도,수비지역패스 성공,중앙지역패스 시도,중앙지역패스 성공,롱패스 시도,롱패스 성공,중거리패스 시도,중거리패스 성공,숏패스 시도,숏패스 성공,크로스 시도,크로스 성공,경합 지상 시도,경합 지상 성공,경합 공중 시도,경합 공중 성공,태클 시도,태클 성공,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장,대회년도,대회명,팀명,경기명,라운드,상대팀명
18,조수혁,대기,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,35R / 포항(A),35R , 포항(A)
19,정우영,대기,32,27,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,18,0,11,9,3,3,6,6,2,2,1,1,17,15,1,0,6,5,13,13,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,2024,하나은행 K리그1,울산,35R / 포항(A),35R , 포항(A)
20,아타루,대기,31,73,0,0,3,1,2,0,3,0,1,0,0,0,0,0,35,24,0,15,7,12,11,8,6,8,4,7,6,20,14,1,0,9,5,25,19,3,0,0,0,4,1,1,0,7,0,3,7,1,0,1,0,0,0,2024,하나은행 K리그1,울산,35R / 포항(A),35R , 포항(A)
1,조현우,GK,21,102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,19,0,22,10,0,0,9,9,0,0,31,19,0,0,19,7,9,9,3,3,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
2,이명재,DF,13,93,0,0,0,0,0,0,0,0,0,2,2,12,0,0,55,48,3,21,15,25,24,9,9,18,17,14,11,23,20,5,4,19,17,31,27,10,3,1,1,0,0,3,1,2,1,2,5,2,0,0,0,0,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
3,김기희,DF,4,102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56,51,0,18,14,3,3,35,34,1,1,10,9,45,41,4,4,37,33,15,14,0,0,3,1,4,4,3,2,5,0,1,6,1,0,0,0,0,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
4,윤일록,DF,73,102,0,0,0,0,0,0,0,0,0,1,0,7,0,0,49,40,1,19,11,15,15,15,14,13,11,8,8,28,21,2,2,19,14,28,24,1,1,0,0,3,3,2,0,3,2,5,3,1,0,0,2,0,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
5,김영권,DF,19,102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,67,58,0,33,24,7,7,27,27,3,3,23,19,41,36,13,6,34,32,20,20,0,0,4,3,3,3,1,0,4,2,5,7,1,0,0,1,0,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
6,루빅손,MF,17,102,1,0,3,2,0,1,2,1,0,0,0,1,0,0,13,10,0,7,4,1,1,5,5,5,4,1,1,7,5,1,1,3,2,9,7,2,1,1,0,3,0,3,0,1,1,3,2,0,1,1,1,0,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
7,보야니치,MF,6,87,0,0,1,0,0,1,0,1,0,2,0,0,0,0,49,42,0,14,8,9,8,26,26,7,5,8,7,34,30,5,4,18,14,26,24,0,0,0,0,1,1,4,1,1,2,3,8,2,0,0,1,1,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
8,고승범,MF,7,87,0,1,1,0,0,1,1,0,0,0,0,0,1,0,26,20,2,8,4,7,6,11,10,7,6,6,5,13,9,0,0,8,6,18,14,1,1,3,0,1,0,7,1,2,1,0,11,5,0,2,0,0,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
9,이청용,MF,27,69,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24,21,2,7,6,5,5,12,10,7,6,1,0,16,15,0,0,6,6,18,15,2,2,0,0,3,1,2,0,0,0,2,7,1,0,0,1,0,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
10,주민규,FW,18,102,1,0,3,3,0,0,2,1,1,0,0,0,0,0,18,15,1,5,2,9,9,4,4,4,2,1,1,13,12,1,0,5,3,12,12,0,0,5,1,3,0,2,0,1,0,1,6,0,1,1,1,0,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
11,강윤구,FW,30,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,5,2,7,6,6,6,9,6,0,0,9,8,1,1,8,6,9,7,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,2,0,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
12,아타루,대기,31,51,0,0,1,0,0,1,1,0,0,0,0,0,0,0,10,7,0,8,5,2,2,0,0,3,2,2,2,5,3,1,0,4,3,5,4,1,0,1,0,1,1,0,0,1,1,2,2,1,0,0,0,0,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
13,최강민,대기,70,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
14,이규성,대기,8,33,0,0,1,0,0,1,1,0,0,0,1,0,0,0,10,8,0,5,3,3,3,2,2,1,1,2,2,7,5,0,0,3,2,7,6,0,0,0,0,2,0,1,0,0,0,0,4,0,1,1,0,0,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
15,마테우스,대기,95,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
16,김지현,대기,96,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
17,김민우,대기,10,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
18,조수혁,대기,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
19,아라비제,대기,9,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
20,황석호,대기,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,2024,하나은행 K리그1,울산,36R / 강원(H),36R , 강원(H)
1,조현우,GK,21,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,38,0,18,9,1,1,28,28,1,1,46,37,0,0,13,5,15,14,19,19,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
2,이명재,DF,13,100,0,0,0,0,0,0,0,0,0,3,3,10,0,0,67,61,1,23,18,28,27,16,16,20,20,16,14,31,27,4,1,16,15,47,45,7,1,1,0,1,0,1,0,0,1,1,6,1,0,0,1,0,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
3,김주환,DF,23,53,0,0,0,0,0,0,0,0,0,0,0,3,0,0,34,27,0,14,10,8,8,12,9,6,5,16,12,12,10,2,1,11,9,21,17,1,0,0,0,1,1,2,0,2,1,0,5,1,1,0,2,0,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
4,김기희,DF,4,100,0,0,0,0,0,0,0,0,0,2,0,0,0,0,52,46,0,27,21,3,3,22,22,1,1,30,25,21,20,6,3,29,28,17,15,0,0,1,0,6,3,4,0,8,0,1,5,2,0,1,0,0,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
5,임종은,DF,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,61,1,33,25,8,8,28,28,4,4,32,27,33,30,5,2,27,24,37,35,0,0,3,1,7,5,0,0,9,1,3,12,0,1,0,1,0,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
6,강윤구,MF,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,5,3,3,2,8,7,6,5,4,4,6,3,1,0,4,3,11,9,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
7,루빅손,MF,17,100,0,0,3,0,0,3,2,1,0,0,0,1,2,0,36,31,1,8,6,18,18,10,7,18,16,1,1,17,14,1,1,6,5,29,25,1,1,6,1,1,0,2,1,1,0,0,4,0,1,1,0,0,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
8,보야니치,MF,6,100,0,1,2,0,0,2,0,2,0,5,0,0,0,0,84,78,3,32,28,23,23,29,27,16,14,16,15,52,49,13,12,21,19,50,47,1,1,0,0,2,0,6,1,7,2,4,12,4,0,1,1,0,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
9,고승범,MF,7,100,1,0,1,1,0,0,1,0,0,0,0,1,0,0,48,42,0,14,11,20,19,14,12,13,11,9,9,26,22,1,1,6,5,41,36,2,0,6,4,3,1,3,2,2,1,4,7,1,2,2,1,1,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
10,주민규,FW,18,69,0,0,2,2,0,0,2,0,1,0,0,0,0,0,18,16,0,2,2,9,9,7,5,3,3,2,2,13,11,1,1,3,2,14,13,0,0,1,1,6,3,2,0,0,1,1,3,0,0,0,1,0,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
11,김민혁,FW,22,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,26,1,9,8,8,7,12,11,9,8,7,6,13,12,1,1,5,4,23,21,0,0,4,3,1,0,1,0,0,2,5,5,1,1,0,2,0,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
12,박주영,대기,91,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,3,3,4,4,0,0,2,2,5,5,1,1,1,1,5,5,0,0,0,0,1,1,1,0,2,1,0,1,0,0,0,0,0,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
13,이청용,대기,27,51,0,0,2,1,1,0,2,0,0,0,0,0,0,0,26,21,2,12,8,4,4,10,9,10,8,4,4,12,9,1,1,3,2,22,18,2,1,0,0,0,0,1,0,1,1,1,2,0,1,1,0,0,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
14,최강민,대기,70,47,0,0,1,1,0,0,1,0,0,0,0,5,0,0,26,23,1,14,12,6,6,6,5,6,5,9,7,11,11,2,1,6,4,18,18,2,1,1,0,1,0,0,0,1,0,1,4,1,1,1,0,0,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
15,김지현,대기,96,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,3,1,1,2,2,1,1,1,1,0,0,0,0,4,4,0,0,1,0,5,3,1,0,1,0,1,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
16,이규성,대기,8,31,0,0,1,0,1,0,0,1,0,0,0,0,0,0,17,14,0,11,8,3,3,3,3,7,6,5,3,5,5,1,1,1,0,15,13,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
17,아타루,대기,31,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
18,황석호,대기,20,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
19,조수혁,대기,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
20,아라비제,대기,9,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,37R / 서울(A),37R , 서울(A)
1,조현우,GK,21,104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,25,0,19,11,0,0,14,14,0,0,33,25,0,0,13,5,8,8,12,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
2,김주환,DF,23,65,0,0,2,0,1,1,0,2,0,0,0,6,0,0,30,25,0,17,12,6,6,7,7,6,5,12,9,12,11,1,1,6,6,23,18,1,0,2,1,0,0,3,1,1,0,3,5,1,0,0,0,0,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
3,강민우,DF,33,104,0,0,0,0,0,0,0,0,0,2,0,1,0,0,62,55,0,34,28,15,15,13,12,0,0,31,28,31,27,4,4,25,23,33,28,0,0,2,1,3,2,4,2,4,2,0,9,2,0,1,1,0,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
4,심상민,DF,2,77,0,0,0,0,0,0,0,0,0,0,0,9,0,0,35,27,0,20,13,5,5,10,9,6,5,12,8,17,14,0,0,9,5,26,22,0,0,0,0,1,1,0,0,3,2,1,3,2,0,0,2,0,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
5,황석호,DF,20,104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56,52,0,29,25,1,1,26,26,2,2,34,32,20,18,7,5,12,12,37,35,0,0,1,0,0,0,1,0,5,0,0,6,2,0,0,0,0,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
6,김민혁,MF,22,104,0,0,1,0,1,0,1,0,0,0,0,0,1,1,60,59,0,13,12,20,20,27,27,3,3,16,16,41,40,2,2,19,18,39,39,1,0,0,0,4,3,1,0,3,0,4,10,2,0,4,0,1,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
7,김지현,MF,96,104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,23,0,8,7,6,6,12,10,8,6,3,3,15,14,2,1,6,6,18,16,0,0,1,1,4,1,2,0,1,0,0,6,2,1,0,0,0,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
8,이규성,MF,8,104,0,0,1,0,0,1,0,1,0,2,1,0,1,0,53,45,2,26,20,14,12,13,13,16,14,8,7,29,24,1,0,13,12,39,33,2,1,0,0,1,0,0,0,1,2,0,13,1,1,0,1,0,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
9,김민준,MF,26,65,1,0,2,1,0,1,1,1,0,0,0,0,1,0,9,8,0,4,3,2,2,3,3,4,4,1,0,4,4,0,0,2,1,7,7,3,0,0,0,2,0,3,0,1,1,1,1,2,1,1,1,0,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
10,아라비제,MF,9,71,0,0,2,0,0,2,0,2,0,2,4,0,0,0,27,22,0,9,6,7,7,11,9,10,8,2,2,15,12,4,3,8,8,15,11,6,1,0,0,1,0,1,1,1,0,1,5,1,1,0,3,0,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
11,야고,FW,99,49,1,0,2,1,0,1,2,0,0,0,0,0,1,0,10,9,0,2,2,5,4,3,3,5,5,1,1,4,3,0,0,3,3,7,6,0,0,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
12,최강민,대기,70,39,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,11,0,7,5,4,4,3,2,7,6,2,1,5,4,1,1,7,5,6,5,1,0,0,0,1,0,2,1,2,0,1,4,1,0,0,1,0,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
13,김영권,대기,19,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
14,고승범,대기,7,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
15,마테우스,대기,95,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
16,조수혁,대기,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
17,김민우,대기,10,55,0,1,1,0,0,1,0,1,0,0,0,2,1,0,26,25,1,9,9,9,9,8,7,9,8,7,7,10,10,1,1,8,8,17,16,0,0,0,0,1,0,2,1,2,2,0,4,0,1,1,0,0,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
18,이청용,대기,27,39,0,1,1,1,0,0,1,0,0,1,0,0,0,0,18,15,1,6,4,9,9,3,2,6,3,2,2,10,10,0,0,6,4,12,11,2,1,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
19,박주영,대기,91,27,1,1,1,1,0,0,1,0,0,0,0,0,0,0,5,5,2,1,1,1,1,3,3,3,3,0,0,2,2,0,0,2,2,3,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
20,아타루,대기,31,33,1,0,1,1,0,0,1,0,0,0,0,0,1,0,17,13,0,9,6,5,4,3,3,6,4,3,3,8,6,1,0,7,7,9,6,0,0,0,0,1,0,2,1,0,0,0,7,2,0,0,0,0,0,2024,하나은행 K리그1,울산,38R / 수원FC(H),38R , 수원FC(H)
1,황인재,GK,21,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,28,0,22,14,0,0,14,14,0,0,36,28,0,0,12,5,17,16,7,7,0,0,0,0,0,0,0,0,1,2,0,7,0,0,0,0,0,0,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
2,이동희,DF,3,74,0,0,0,0,0,0,0,0,0,1,0,1,0,0,44,33,0,26,16,4,4,14,13,0,0,29,22,15,11,6,3,16,11,22,19,1,0,3,0,4,2,2,0,5,2,2,5,0,0,0,0,0,0,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
3,완델손,DF,77,99,0,0,1,0,0,1,0,1,0,0,0,11,2,1,57,48,2,27,18,14,14,16,16,15,14,17,15,25,19,3,1,9,6,45,41,3,0,2,2,3,1,6,2,1,2,2,9,4,1,0,0,0,0,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
4,아스프로,DF,5,90,0,0,0,0,0,0,0,0,0,2,0,0,0,0,51,48,0,19,16,6,6,26,26,0,0,34,31,17,17,10,7,23,23,18,18,0,0,1,0,7,3,1,0,7,2,1,6,3,0,1,0,0,1,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
5,박찬용,DF,20,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,36,0,29,22,6,5,10,9,0,0,20,13,25,23,9,5,17,16,19,15,1,0,2,1,1,1,0,0,7,0,3,4,1,0,1,0,0,0,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
6,한찬희,MF,16,99,0,0,1,0,0,1,1,0,0,0,2,2,0,0,61,55,0,19,15,14,14,28,26,5,5,10,9,46,41,5,3,25,24,31,28,2,0,1,1,5,2,4,2,4,2,2,9,1,1,2,0,0,0,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
7,김륜성,MF,12,99,0,0,0,0,0,0,0,0,0,0,1,4,1,0,29,26,0,10,7,13,13,6,6,4,3,7,6,18,17,3,2,7,6,19,18,2,1,0,0,2,1,2,0,1,4,3,3,4,0,1,1,0,0,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
8,홍윤상,MF,37,84,0,0,2,2,0,0,1,1,0,0,0,1,1,0,34,27,0,11,6,13,13,10,8,15,10,5,5,14,12,0,0,9,7,25,20,0,0,1,0,2,0,5,0,1,2,0,4,1,1,3,0,0,0,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
9,김준호,MF,66,56,0,0,1,0,0,1,0,1,0,0,1,0,0,0,27,17,0,15,9,7,6,5,2,4,2,10,8,13,7,1,0,10,6,16,11,1,0,0,0,0,0,3,0,0,2,0,11,1,0,0,0,0,0,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
10,조르지,FW,9,99,0,0,0,0,0,0,0,0,1,0,0,0,1,1,27,23,0,7,6,13,10,7,7,9,6,1,1,17,16,0,0,5,5,22,18,1,0,3,1,7,5,1,0,0,1,0,5,1,3,1,0,1,0,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
11,허용준,FW,14,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,1,1,3,3,4,3,0,0,1,1,7,6,1,1,3,3,4,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
12,오베르단,대기,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,0,11,9,9,9,14,14,4,3,5,5,25,24,1,1,15,15,18,16,2,0,0,0,1,0,1,0,0,0,1,4,0,1,0,1,0,0,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
13,강현제,대기,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,2,2,3,3,0,0,0,0,5,5,0,0,2,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
14,어정원,대기,2,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
15,이승환,대기,32,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
16,전민광,대기,4,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
17,최현웅,대기,55,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
18,김동진,대기,88,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
19,김인성,대기,7,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,2,2,3,2,4,3,0,0,1,1,0,0,0,0,5,4,3,1,0,0,2,2,0,0,0,0,0,2,0,1,0,0,1,0,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
20,이호재,대기,33,25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,3,0,1,0,2,2,1,1,1,1,0,0,3,2,0,0,3,2,1,1,0,0,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,2024,하나은행 K리그1,포항,1R / 울산(A),1R , 울산(A)
1,황인재,GK,21,95,0,0,0,0,0,0,0,0,0,3,0,0,0,0,38,29,0,27,18,0,0,11,11,0,0,38,29,0,0,19,10,7,7,12,12,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,2024,하나은행 K리그1,포항,2R / 대구(H),2R , 대구(H)
2,어정원,DF,2,95,0,0,1,0,0,1,0,1,0,2,0,8,1,0,74,67,1,41,34,17,17,16,16,11,10,15,12,48,45,6,5,25,20,43,42,0,0,1,0,1,0,3,1,3,4,5,6,3,1,2,0,0,0,2024,하나은행 K리그1,포항,2R / 대구(H),2R , 대구(H)
3,완델손,DF,77,95,0,0,0,0,0,0,0,0,0,2,0,7,1,0,59,46,0,25,14,18,18,16,14,13,12,15,11,31,23,1,0,20,15,38,31,6,1,2,0,2,1,5,1,6,4,4,7,0,1,2,1,0,0,2024,하나은행 K리그1,포항,2R / 대구(H),2R , 대구(H)
4,박찬용,DF,20,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71,65,0,34,28,2,2,35,35,0,0,21,18,50,47,7,4,20,20,44,41,1,0,3,2,3,2,0,0,4,0,3,8,4,0,2,0,0,0,2024,하나은행 K리그1,포항,2R / 대구(H),2R , 대구(H)
